OverAllReliabilityScore,AvgSuccessRateOnSimilarTasks,AvgSubmissionQualityOnSimilarTasks,TasCompletionTime(Days),TaskTotalPrize,numberOfCurrentlyRegisteredButNotYetSubmittedTasks,numberOfRegisteredTasksInLastXDays,numberOfSubmittedTasksInLastXDays,numberOfWonTasksInLastXDays,averagePriceOfRegisteredTasksInLastXDays,AverageofCurrentlyRegisteredButNotYetSubmittedTasksForTopYCompetitiors,AverageNumberOfRegisteredTasksForTopYCompetitiorsInLastXDays,AverageNumberOfSubmittedTasksForTopYCompetitiorsInLastXDays,AverageNumberOfWonTasksForTopYCompetitiorsInLastXDays,AverageofAverageTotalPrizeForTopYCompetitiorsInLastXDays,AverageofAverageSubmissionQualityForTopYCompetitiors,AverageofAverageSucessRateForTopYCompetitiors,WinRate,PlacementInCompetitions,MinimumSubmissionQuality,AverageSubmissionQuality,MaximumSubmissionQuality,AverageSubmissionQualityInSameChallengeTypeTopYCompetitiors,PlacementInSameChallengeTypeTopYCompetitiors,KnownAndRequiredTechnologyRatioConsideringLastXMonths,NumberOfUnexploredTechnolgiesConsideringLastXMonths,WinnerOrNon-Winner
0,0,0,4.999305556,5000,0,0,0,0,0,0,7,3,3,1259.166667,0,0,0,100,0,0,0,38.25,1.5,0,1,Non-Winner
0,0,0,4.999305556,5000,0,0,0,0,0,0,7,3,3,1259.166667,0,0,0,100,0,0,0,38.25,1.5,0,1,Non-Winner
0.071428571,0.071428571,100,30.00347222,200,0,15,1,1,90.06666667,0,15,1,1,221.4,0,0,1,1,100,100,100,100,1,0.666666667,0,Winner
0,0,0,5,1200,0,12,0,0,1658.333333,0,4,1,1,1319.166667,0,0,0,100,0,0,0,34.25,1.5,0,1,Non-Winner
0.666666667,0.333333333,100,30.00347222,150,0,11,4,4,598.1818182,0,52,4,4,236.2758333,66.66666667,0.108333333,1,1,100,100,100,100,1,0.8125,0,Winner
0,0,0,4.999305556,5000,0,3,0,0,1466.666667,0,7,3,3,1259.166667,0,0,0,100,0,0,0,38.25,1.5,0,1,Non-Winner
0.5,0,0,8.124305556,2500,0,4,1,0,2350,0,5,1,1,1158.255952,40,0.3,0,4,70,70,70,19.25,1,0,0,Non-Winner
0,0,0,4.999305556,5000,0,1,1,1,2100,0,7,3,3,1259.166667,0,0,0,100,0,0,0,38.25,1.5,0,1,Non-Winner
1,0,0,5,2400,0,1,1,1,1400,0,11,3,3,1072.893773,62.895,0.301587302,1,1,90.9,90.9,90.9,62.59,1.5,0,3,Non-Winner
0,0,0,8.124305556,2500,0,15,0,0,136.6666667,0,5,1,1,1158.255952,40,0.3,0,100,0,0,0,19.25,1,0,1,Non-Winner
1,0.571428571,99.695,5,2400,0,7,4,4,707.1428571,0,9,2,2,1303.846154,29.66333333,0.111111111,1,2,98.78,98.78,98.78,59.96333333,1,0.666666667,0,Winner
0,0.083333333,100,5.126388889,400,0,18,2,2,219.5,0,45,3,3,379.5537939,50,0.125,0,100,0,0,0,0,0,0.666666667,0,Winner
0,0,0,30.00347222,150,0,3,0,0,346.6666667,0,33,5,5,204.6115551,100,0.353722527,0,100,0,0,0,100,1,0,0,Non-Winner
0,0,0,5.126388889,400,0,3,0,0,50.33333333,0,39,3,3,347.5430351,60,0.116666667,0,100,0,0,0,0,0,0,0,Non-Winner
0,0,0,4.000694444,600,0,7,2,1,364.2857143,0,6,1,1,939.7131313,38.75,0.4,0,100,0,0,0,38.75,1.5,0,1,Non-Winner
0,0,0,5,500,0,1,1,1,1000,0,10,2,2,374.1007576,19,0.2,0,100,0,0,0,19,1,0,3,Non-Winner
0,0,0,2,400,1,8,0,0,1740.625,0,7,1,1,484.0092308,0,0,0,100,0,0,0,55,1.833333333,0,1,Non-Winner
1,0,0,2,400,0,2,2,1,450,0,7,1,1,494.0092308,0,0,0.5,2.5,80,85,90,54,2,0,1,Non-Winner
1,1,100,30.00347222,400,0,1,1,1,250,0,5,2,1,806.4388889,40,0.3,1,1,100,100,100,60,1,1,0,Winner
1,0.5,93.315,5.000694444,900,0,2,2,1,1200,0,29,1,1,1059.611905,0,0,0.5,2.5,91.55,93.315,95.08,37.108,1,1,1,Winner
0,0,0,2,400,0,3,0,0,358.3333333,0,7,1,1,484.0092308,0,0,0,100,0,0,0,55,1.833333333,0,1,Non-Winner
0.5,1,97.5,4.999305556,750,0,5,2,2,1050,0,11,1,1,1011.372378,23.75,0.25,1,1,97.5,97.5,97.5,47.6575,1.5,0.5,0,Winner
1,0.666666667,94.5,5.000694444,1200,0,3,3,2,1100,0,38,4,3,518.951311,55.65866667,0.228571429,0.666666667,2.333333333,91.55,94.5,96.87,35.65866667,2.5,0.5,1,Winner
0,0,0,4.999305556,750,0,0,0,0,0,0,10,1,1,1019.097902,38.5,0.4,0,100,0,0,0,57.626,1.333333333,0,3,Non-Winner
0,0,0,5.000694444,1200,0,12,1,1,121.25,0,14,4,3,686.0238916,74.55866667,0.361904762,0,100,0,0,0,54.55866667,2.444444444,0,1,Non-Winner
0,1,100,5,2700,0,4,2,2,1937.5,0,9,4,4,963.2667888,79.25,0.48,0,100,0,0,0,16.918,4,1,0,Winner
0.5,0.5,100,30.00347222,100,0,4,2,2,167.5,0,51,8,8,267.8127294,66.66666667,0.157597598,1,1,100,100,100,100,1,1,0,Winner
0,1,94.915,6.000694444,1800,0,8,5,5,918.75,0,7,2,2,1073.041667,20,0.2,0,100,0,0,0,35.75,3.5,0.35,2,Winner
0,1,100,6.000694444,1800,0,9,6,6,235,0,7,2,2,1209.791667,18.983,0.2,0,100,0,0,0,35.75,3.5,0.5,2,Non-Winner
1,1,98.06333333,5.000694444,1200,0,4,4,4,1087.5,0,38,3,3,521.451311,54.946,0.161904762,1,1,97.58,98.06333333,98.5,34.946,3.166666667,0.6,1,Non-Winner
0,1,95.63,2,300,0,1,1,1,1800,0,2,2,2,929.1666667,99.375,1,0,100,0,0,0,0,0,1,0,Winner
1,1,95.21,6,2700,0,4,2,2,1416.25,0,10,2,2,1212.738095,55.08333333,0.5,1,1,90.6,95.21,99.82,55.08333333,1.5,0,1,Winner
1,1,79.67,6,2700,0,2,1,1,1450,0,11,2,2,1201.488095,60.26333333,0.5,1,2,79.67,79.67,79.67,60.26333333,1,0,1,Winner
0.714285714,0.4,100,30.00347222,150,0,12,5,5,560.8333333,0,34,2,2,228.6208425,19.33333333,0.188571429,1,1,100,100,100,100,1,0.85,0,Winner
0.125,0.176470588,100,30.00347222,400,0,19,3,3,229,0,51,1,1,200.2224773,0,0,1,1,100,100,100,100,1,0.777777778,0,Winner
0,1,98.75,2,300,0,2,2,2,1725,0,2,1,1,966.6666667,97.815,1,0,100,0,0,0,0,0,1,0,Winner
0.666666667,0,0,2,300,0,3,2,2,433.3333333,0,4,2,1,727.0833333,67.5,0.5,1,2,90,90,90,85,2.5,0,0,Non-Winner
1,1,90,2,300,0,3,3,1,433.3333333,0,4,1,1,727.0833333,45,0.25,0.333333333,3,70,80,90,87.5,2.25,1,0,Non-Winner
1,1,96.87,3,450,0,4,4,3,1125,0,42,1,1,897.6983441,0,0,0.75,2.25,88.3,92.95,96.87,47.44,2,0,0,Winner
1,1,100,2,300,0,3,3,3,433.3333333,0,4,1,0,727.0833333,42.5,0.25,1,1,100,100,100,82.5,2.75,0.333333333,0,Winner
0.176470588,0.2,100,30.00416667,30,0,20,4,4,237.55,0,15,3,3,154.3333333,0,0,1,1,100,100,100,100,1,0.75,0,Winner
0.263157895,0.272727273,100,30.00416667,30,0,22,6,6,218.2272727,0,0,0,0,0,0,0,1,1,100,100,100,0,0,0.8,0,Winner
0.263157895,0.272727273,100,30.00347222,20,0,22,6,6,218.6818182,0,0,0,0,0,0,0,1,1,100,100,100,0,0,0.8,0,Winner
0,0,0,30.00416667,200,0,171,0,0,427.3450292,0,9,4,4,238.8888889,100,0.444444444,0,100,0,0,0,100,1,0,0,Non-Winner
0.444444444,0.444444444,100,30.00416667,200,0,9,4,4,238.8888889,0,0,0,0,0,0,0,1,1,100,100,100,0,0,1,0,Winner
0.444444444,0.444444444,100,30.00347222,200,0,9,4,4,238.8888889,0,50,6,6,174.916612,66.66666667,0.157719363,1,1,100,100,100,100,1,1,0,Winner
0,0,0,5.003472222,2700,0,4,0,0,1412.5,0,64,1,1,345.3710938,49,0.5,0,100,0,0,0,49,2,0,2,Non-Winner
0.142857143,0.125,0,30.00416667,30,0,16,2,2,284.75,0,13,4,3,511.7608696,91.58708333,0.326086957,1,1,100,100,100,75,1,0.25,0,Winner
0,0,0,44.99722222,0,0,2,0,0,1382.5,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,33,0,0,1630.30303,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,3,1,1,200,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,27,4,4,159.6296296,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,3,0,0,716.6666667,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,1,0,0,600,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.333333333,0,0,44.99722222,0,0,6,1,1,550.1666667,0,25,15,15,511.099707,0,0,1,1,98.75,98.75,98.75,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,2,0,0,3100,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,7,2,2,57.85714286,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,17,0,0,601.7647059,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,6,0,0,1250,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.333333333,0,0,44.99722222,0,0,10,1,1,2167.5,0,25,15,15,511.099707,0,0,1,2,90,90,90,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,5,0,0,700.2,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,6,0,0,1188.333333,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.6,0.75,100,30.00416667,200,0,11,7,6,365,0,10,2,2,964.2380952,20,0.05,1,1,100,100,100,60,1,0.5,0,Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,16,1,1,1960.9375,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.166666667,0.5,100,30.00347222,100,0,10,3,1,438,0,67,1,0,167.0335821,0,0,1,1,100,100,100,50,1,1,0,Winner
0,0,0,44.99722222,0,0,7,0,0,278.7142857,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,1,0,0,900,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,7,0,0,132.8571429,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.4,0.333333333,100,30.00347222,100,0,13,5,4,398.4615385,0,58,1,0,460.6644737,0,0,1,1,100,100,100,66.66666667,1,0.25,0,Winner
0,0,0,44.99722222,0,0,4,0,0,237.75,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,5,0,0,290,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.5,0.5,75.28,7.417361111,2400,0,19,3,2,1689.473684,0,31,1,1,736.5358684,19.6,0.1,1,1,75.28,75.28,75.28,19.6,2,0,0,Winner
0,1,98.11,7.003472222,2800,0,6,4,4,2091.666667,0,11,1,0,1210.394668,16,0.2,0,100,0,0,0,55,160.75,0.35,2,Winner
0.5,0.5,100,30.00416667,100,0,4,2,1,772.5,0,18,10,10,209.3166667,66.66666667,0.41025641,1,1,100,100,100,100,1,1,0,Winner
0,0,0,44.99722222,0,0,1,0,0,300,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,5,1,0,715,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,5,0,0,480,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0.5,96.54,30.00347222,100,0,4,1,1,1687.5,0,58,2,1,313.2083333,61.53,0.066666667,0,100,0,0,0,100,1,1,0,Winner
1,0.333333333,94.215,5,1200,0,3,2,1,650.3333333,0,10,3,2,1036.463599,75.3564,0.35,0.5,2,89.76,94.215,98.67,55.0104,2.733333333,0.2,0,Winner
0.4,0.333333333,87.5,5.000694444,500,0,6,2,2,775,0,5,2,2,995,85.625,0.5,1,1.5,87.5,93.75,100,85.625,1,0.5,0,Non-Winner
0.857142857,0.666666667,96.25272727,5,1500,0,16,11,10,1153.125,0,20,3,2,803.9147989,36.0065,0.15,0.833333333,1.666666667,86.93,93.13,98.26,36.0065,2.75,0.9,0,Non-Winner
0.333333333,0,76.555,5,1500,0,6,2,0,941.8333333,0,19,5,4,964.6897989,38.33904545,0.283333333,0,5,83.11,83.11,83.11,37.7145,1.583333333,0,0,Non-Winner
0,0,0,44.99722222,0,0,14,0,0,1442.857143,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,7.417361111,2400,0,5,0,0,1926,0,34,1,1,870.7163196,34.656,0.2,0,100,0,0,0,34.656,1.5,0,1,Non-Winner
0.5,0,0,44.99722222,0,0,14,6,5,377.1428571,0,25,15,15,511.099707,0,0,0,3,82.5,82.5,82.5,35.876,2,0,1,Non-Winner
1,0,92.49,5,1500,0,2,2,0,1650,0,19,5,4,964.6897989,38.33904545,0.283333333,0,3,91.26,92.49,93.72,37.7145,1.583333333,0,2,Non-Winner
1,1,80,7.003472222,2800,0,1,1,1,650,0,12,2,1,1498.728002,19.622,0.2,1,2,80,80,80,39,213.6666667,0.6,2,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0.2,100,6.292361111,1200,0,11,2,2,1900,0,11,1,1,1888.766667,0,0,0,100,0,0,0,43.5125,1.5,0.4,0,Winner
0.333333333,0.333333333,95.06,5,1500,0,3,1,1,1000,0,19,5,4,964.6897989,38.33904545,0.283333333,1,1,95.06,95.06,95.06,37.7145,1.583333333,0.8,2,Winner
0.454545455,0.5,100,30.00347222,100,0,11,5,5,231.8181818,0,5,3,2,638,100,0.666666667,1,1,100,100,100,100,1,1,0,Winner
1,0.666666667,93.922,5,1200,0,6,5,4,830,0,10,2,2,1000.530266,75.415,0.283333333,0.8,2.2,88.3,93.922,97.81,55.069,2.666666667,0.5,0,Winner
0,0,0,44.99722222,0,0,2,1,1,50,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.5,1,100,22,3150,0,7,3,2,735.7142857,0,22,6,5,962.3289474,20,0,0.666666667,2,82.5,90,100,38.25,4,0.25,0,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,9,0,0,725.5555556,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,0,Non-Winner
0.666666667,0.333333333,100,30.00347222,40,0,13,9,8,326.5384615,0,3,2,2,121.6666667,100,0.666666667,1,1,100,100,100,100,1,0.125,0,Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,2,0,0,1950,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
1,0.75,95.4425,5,1500,0,5,5,4,1110,0,22,4,3,812.5397989,36.16854545,0.133333333,0.75,1.5,87.58,95.4425,98.5,35.544,2.833333333,0.6,2,Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
1,0,88.75,44.99722222,0,0,2,1,0,2775,0,25,15,15,511.099707,0,0,0,4,88.75,88.75,88.75,35.876,2,0,1,Non-Winner
1,0,100,22,3150,0,2,1,0,1200,0,22,6,5,962.3289474,20,0,0,66,100,100,100,38.25,4,0,2,Non-Winner
0,0,0,44.99722222,0,0,1,0,0,350,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
1,0,0,44.99722222,0,0,4,3,3,1850,0,25,15,15,511.099707,0,0,1,2,88.13,88.13,88.13,35.876,2,0,1,Non-Winner
0.5,0,100,22,3150,0,30,5,4,243.6666667,0,17,5,5,1060.738471,20,0.2,0,3,100,100,100,36.25,3.5,0,0,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,5.001388889,2100,0,0,0,0,0,0,9,1,1,1719.656373,18.72,0.2,0,100,0,0,0,73.666,1.166666667,0,3,Non-Winner
0.5,0.4,98.27,30.00347222,100,0,7,2,2,1164.285714,0,40,3,3,664.5591142,38.96,0.252307692,1,1,100,100,100,80,1,0.75,0,Winner
0,0,0,44.99722222,0,0,1,0,0,400,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
1,1,92.56,4.998611111,1950,0,1,1,1,2250,0,11,2,1,1914.649209,63.23,0.202380952,1,1,92.56,92.56,92.56,63.23,2.5,0.333333333,1,Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
1,1,93.6,5.001388889,2100,0,10,1,1,1600,0,15,1,1,1712.733296,0,0,1,1,93.6,93.6,93.6,54.946,1.222222222,1,0,Winner
0,0,0,44.99722222,0,0,1,0,0,150,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,8.003472222,2250,0,3,0,0,2000,0,18,3,2,1755.607143,0,0,0,100,0,0,0,36.644,1.5,0,0,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,1,0,0,80,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,3,0,0,866.6666667,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,7.000694444,2100,0,0,0,0,0,0,40,3,3,1234.474284,39.6,0.088888889,0,100,0,0,0,19.6,2,0,4,Non-Winner
0.25,0,100,22,3150,0,17,2,1,1845.588235,0,22,6,5,962.3289474,20,0,0,74,100,100,100,38.25,4,0,0,Non-Winner
0,0,0,8,2100,0,3,0,0,2100,0,13,2,2,1641.465909,0,0,0,100,0,0,0,34.13,1.5,0,2,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,1,0,0,75,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.25,0.333333333,100,30.00416667,60,0,5,2,2,360,0,78,1,0,432.6631711,0,0,1,1,100,100,100,50,1,0.5,0,Winner
0,1,91.19,6,1750,0,2,1,1,1800,0,38,1,1,1441.449927,54.126,0.273333333,0,100,0,0,0,54.188,15.33333333,1,0,Winner
1,1,93.125,7,750,0,3,3,3,666.6666667,0,7,1,0,252.5,0,0,1,1,85,85.625,86.25,75,240,0.583333333,0,Winner
0,0,0,5.001388889,2100,0,44,0,0,1630.681818,0,9,1,1,1719.656373,18.72,0.2,0,100,0,0,0,73.666,1.166666667,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
1,0,0,44.99722222,0,0,2,2,1,750,0,25,15,15,511.099707,0,0,0,4,82.5,82.5,82.5,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0.416666667,0.6,100,30.00347222,500,0,18,7,5,501.6666667,0,44,3,3,666.0557576,20,0.1,1,1,100,100,100,60,1,0.1,0,Winner
0.5,0.333333333,100,30.00347222,100,0,5,1,1,1022,0,78,2,2,339.6093001,50,0.2,1,1,100,100,100,100,1,1,0,Winner
0.5,0.5,100,30.00347222,65,0,2,1,1,150,0,4,2,2,106.6666667,66.66666667,0.277777778,1,1,100,100,100,66.66666667,1,1,0,Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
0,0,0,5,1500,0,27,0,0,1887.037037,0,16,4,4,1096.817204,59.569,0.346666667,0,100,0,0,0,72.685,3,0,0,Non-Winner
0.666666667,0.5,100,30.00347222,60,0,6,2,2,868.3333333,0,46,2,1,333.978907,50,0.15,1,1,100,100,100,75,1,1,0,Winner
1,0.5,98.125,5.000694444,1200,0,12,2,2,1902.083333,0,13,3,3,1363.402305,78.069,0.31047619,1,2,96.25,96.25,96.25,73.31,15.75,1,0,Winner
1,0.6,92.91666667,5,1500,0,13,3,3,1848.076923,0,16,4,4,1096.817204,59.569,0.346666667,1,1.5,82.5,89.375,96.25,72.685,3,1,0,Winner
1,1,92.75,6.129861111,2250,0,1,1,1,1200,0,40,4,4,1248.754592,37.126,0.183333333,1,1,92.75,92.75,92.75,37.534,1.5,1,0,Winner
0,0,0,44.99722222,0,0,0,0,0,0,0,25,15,15,511.099707,0,0,0,100,0,0,0,35.876,2,0,1,Non-Winner
